"";"Subject";"Day";"Decile";"Correlation"
"533";"CMG154_CA1_309";"Day 2.Day 3";"1";0,145141171
"534";"CMG154_CA1_323";"Day 2.Day 3";"1";0,134603397
"535";"CMG154_CA1_326";"Day 2.Day 3";"1";0,804791596
"536";"CMG154_CA1_354";"Day 2.Day 3";"1";0,161377484
"537";"CMG154_CA1_491";"Day 2.Day 3";"1";0,328566263
"538";"CMG154_CA1_494";"Day 2.Day 3";"1";0,471049602
"539";"CMG154_CA1_569";"Day 2.Day 3";"1";0,317831264
"540";"CMG154_CA1_599";"Day 2.Day 3";"1";0,401303917
"541";"CMG162_CA1_1";"Day 2.Day 3";"1";0,263092595
"542";"CMG162_CA1_112";"Day 2.Day 3";"1";0,73249259
"543";"CMG162_CA1_169";"Day 2.Day 3";"1";0,041184204
"544";"CMG162_CA1_77";"Day 2.Day 3";"1";0,239710726
"545";"CMG169_CA1_109";"Day 2.Day 3";"1";0,150336051
"546";"CMG169_CA1_132";"Day 2.Day 3";"1";0,060654533
"547";"CMG169_CA1_148";"Day 2.Day 3";"1";0,243696745
"548";"CMG169_CA1_164";"Day 2.Day 3";"1";0,505518622
"549";"CMG169_CA1_171";"Day 2.Day 3";"1";0,195675236
"550";"CMG169_CA1_176";"Day 2.Day 3";"1";0,278568405
"551";"CMG169_CA1_215";"Day 2.Day 3";"1";0,363723344
"552";"CMG169_CA1_255";"Day 2.Day 3";"1";0,405671808
"553";"CMG169_CA1_54";"Day 2.Day 3";"1";0,125250356
"554";"CMG169_CA1_95";"Day 2.Day 3";"1";0,363909826
"555";"CMG129_CA1_104";"Day 2.Day 3";"2";0,147728456
"556";"CMG129_CA1_141";"Day 2.Day 3";"2";0,390249692
"557";"CMG129_CA1_284";"Day 2.Day 3";"2";0,078252564
"558";"CMG129_CA1_302";"Day 2.Day 3";"2";0,331328876
"559";"CMG129_CA1_306";"Day 2.Day 3";"2";0,091785573
"560";"CMG129_CA1_541";"Day 2.Day 3";"2";0,122840303
"561";"CMG129_CA1_55";"Day 2.Day 3";"2";0,350137038
"562";"CMG154_CA1_131";"Day 2.Day 3";"2";0,487700673
"563";"CMG154_CA1_195";"Day 2.Day 3";"2";0,45463482
"564";"CMG154_CA1_3";"Day 2.Day 3";"2";0,378466641
"565";"CMG154_CA1_38";"Day 2.Day 3";"2";0,300271826
"566";"CMG154_CA1_57";"Day 2.Day 3";"2";0,179229363
"567";"CMG154_CA1_61";"Day 2.Day 3";"2";0,231211726
"568";"CMG154_CA1_653";"Day 2.Day 3";"2";0,284412112
"569";"CMG161_CA1_3";"Day 2.Day 3";"2";0,51406549
"570";"CMG161_CA1_76";"Day 2.Day 3";"2";0,038698923
"571";"CMG162_CA1_446";"Day 2.Day 3";"2";0,568671413
"572";"CMG162_CA1_618";"Day 2.Day 3";"2";0,260158679
"573";"CMG162_CA1_675";"Day 2.Day 3";"2";0,348557225
"574";"CMG169_CA1_1";"Day 2.Day 3";"2";0,075472408
"575";"CMG169_CA1_270";"Day 2.Day 3";"2";0,023514051
"576";"CMG169_CA1_275";"Day 2.Day 3";"2";0,533847802
"577";"CMG169_CA1_298";"Day 2.Day 3";"2";0,108263789
"578";"CMG169_CA1_308";"Day 2.Day 3";"2";0,193497817
"579";"CMG169_CA1_310";"Day 2.Day 3";"2";0,238727033
"580";"CMG169_CA1_38";"Day 2.Day 3";"2";0,259973411
"581";"CMG169_CA1_52";"Day 2.Day 3";"2";0,003850299
"582";"CMG169_CA1_86";"Day 2.Day 3";"2";0,135444617
"583";"CMG169_CA1_88";"Day 2.Day 3";"2";0,1837482
"584";"CMG129_CA1_274";"Day 2.Day 3";"3";0,067320569
"585";"CMG129_CA1_282";"Day 2.Day 3";"3";0,161681959
"586";"CMG129_CA1_351";"Day 2.Day 3";"3";0,371044702
"587";"CMG129_CA1_375";"Day 2.Day 3";"3";0,386178033
"588";"CMG129_CA1_41";"Day 2.Day 3";"3";0,479569626
"589";"CMG129_CA1_508";"Day 2.Day 3";"3";0,138740731
"590";"CMG129_CA1_59";"Day 2.Day 3";"3";0,009336872
"591";"CMG154_CA1_17";"Day 2.Day 3";"3";0,118949613
"592";"CMG154_CA1_286";"Day 2.Day 3";"3";0,343823621
"593";"CMG154_CA1_288";"Day 2.Day 3";"3";0,116298131
"594";"CMG154_CA1_333";"Day 2.Day 3";"3";0,410335348
"595";"CMG154_CA1_44";"Day 2.Day 3";"3";0,387871194
"596";"CMG154_CA1_477";"Day 2.Day 3";"3";0,046143275
"597";"CMG154_CA1_58";"Day 2.Day 3";"3";0,466999795
"598";"CMG161_CA1_18";"Day 2.Day 3";"3";0,24970393
"599";"CMG161_CA1_19";"Day 2.Day 3";"3";0,350087469
"600";"CMG162_CA1_109";"Day 2.Day 3";"3";0,429147239
"601";"CMG162_CA1_124";"Day 2.Day 3";"3";0,296316843
"602";"CMG162_CA1_21";"Day 2.Day 3";"3";0,158490125
"603";"CMG162_CA1_341";"Day 2.Day 3";"3";0,231892682
"604";"CMG162_CA1_433";"Day 2.Day 3";"3";0,5043043
"605";"CMG162_CA1_621";"Day 2.Day 3";"3";0,204311535
"606";"CMG162_CA1_635";"Day 2.Day 3";"3";0,061189085
"607";"CMG162_CA1_64";"Day 2.Day 3";"3";0,240665689
"608";"CMG162_CA1_658";"Day 2.Day 3";"3";0,3146032
"609";"CMG169_CA1_13";"Day 2.Day 3";"3";0,024285989
"610";"CMG169_CA1_131";"Day 2.Day 3";"3";0,063704704
"611";"CMG169_CA1_147";"Day 2.Day 3";"3";0,060600798
"612";"CMG169_CA1_163";"Day 2.Day 3";"3";0,242681265
"613";"CMG169_CA1_220";"Day 2.Day 3";"3";0,189973348
"614";"CMG169_CA1_297";"Day 2.Day 3";"3";0,125226614
"615";"CMG169_CA1_326";"Day 2.Day 3";"3";0,346244039
"616";"CMG169_CA1_34";"Day 2.Day 3";"3";0,086298861
"617";"CMG169_CA1_46";"Day 2.Day 3";"3";0,270886093
"618";"CMG169_CA1_56";"Day 2.Day 3";"3";0,116358255
"619";"CMG169_CA1_76";"Day 2.Day 3";"3";0,448189635
"620";"CMG169_CA1_90";"Day 2.Day 3";"3";0,321635439
"621";"CMG169_CA1_96";"Day 2.Day 3";"3";0,272548385
"622";"CMG129_CA1_160";"Day 2.Day 3";"4";0,054689061
"623";"CMG129_CA1_27";"Day 2.Day 3";"4";0,256678783
"624";"CMG129_CA1_294";"Day 2.Day 3";"4";0,315962548
"625";"CMG129_CA1_374";"Day 2.Day 3";"4";0,150881413
"626";"CMG129_CA1_379";"Day 2.Day 3";"4";0,087192339
"627";"CMG129_CA1_73";"Day 2.Day 3";"4";0,104338623
"628";"CMG154_CA1_160";"Day 2.Day 3";"4";0,154910598
"629";"CMG154_CA1_243";"Day 2.Day 3";"4";0,001231123
"630";"CMG154_CA1_40";"Day 2.Day 3";"4";0,067326743
"631";"CMG154_CA1_572";"Day 2.Day 3";"4";0,16654741
"632";"CMG154_CA1_97";"Day 2.Day 3";"4";0,203834234
"633";"CMG161_CA1_36";"Day 2.Day 3";"4";0,140148645
"634";"CMG161_CA1_44";"Day 2.Day 3";"4";0,581100143
"635";"CMG161_CA1_68";"Day 2.Day 3";"4";0,419599721
"636";"CMG162_CA1_126";"Day 2.Day 3";"4";0,196055372
"637";"CMG162_CA1_185";"Day 2.Day 3";"4";0,046111216
"638";"CMG162_CA1_319";"Day 2.Day 3";"4";0,011235504
"639";"CMG162_CA1_330";"Day 2.Day 3";"4";0,24383722
"640";"CMG162_CA1_445";"Day 2.Day 3";"4";0,088735809
"641";"CMG162_CA1_473";"Day 2.Day 3";"4";0,050431303
"642";"CMG162_CA1_543";"Day 2.Day 3";"4";0,043597039
"643";"CMG162_CA1_643";"Day 2.Day 3";"4";0,184770355
"644";"CMG169_CA1_101";"Day 2.Day 3";"4";0,085755143
"645";"CMG169_CA1_112";"Day 2.Day 3";"4";0,093120135
"646";"CMG169_CA1_274";"Day 2.Day 3";"4";0,153285341
"647";"CMG169_CA1_45";"Day 2.Day 3";"4";0,112962851
"648";"CMG169_CA1_61";"Day 2.Day 3";"4";0,173742545
"649";"CMG129_CA1_112";"Day 2.Day 3";"5";0,117992582
"650";"CMG129_CA1_19";"Day 2.Day 3";"5";0,195432116
"651";"CMG129_CA1_263";"Day 2.Day 3";"5";0,320501766
"652";"CMG129_CA1_308";"Day 2.Day 3";"5";0,222292913
"653";"CMG129_CA1_333";"Day 2.Day 3";"5";0,058586003
"654";"CMG129_CA1_350";"Day 2.Day 3";"5";0,140022399
"655";"CMG129_CA1_68";"Day 2.Day 3";"5";0,230905386
"656";"CMG129_CA1_72";"Day 2.Day 3";"5";0,104922518
"657";"CMG129_CA1_89";"Day 2.Day 3";"5";0,270245856
"658";"CMG154_CA1_121";"Day 2.Day 3";"5";0,271996347
"659";"CMG154_CA1_231";"Day 2.Day 3";"5";0,024909348
"660";"CMG154_CA1_303";"Day 2.Day 3";"5";0,657533793
"661";"CMG154_CA1_304";"Day 2.Day 3";"5";0,473726301
"662";"CMG154_CA1_324";"Day 2.Day 3";"5";0,149906096
"663";"CMG154_CA1_430";"Day 2.Day 3";"5";0,01263266
"664";"CMG154_CA1_487";"Day 2.Day 3";"5";0,303270081
"665";"CMG154_CA1_513";"Day 2.Day 3";"5";4,12786e-05
"666";"CMG154_CA1_74";"Day 2.Day 3";"5";0,127299276
"667";"CMG161_CA1_4";"Day 2.Day 3";"5";0,150662797
"668";"CMG161_CA1_42";"Day 2.Day 3";"5";0,058170836
"669";"CMG161_CA1_7";"Day 2.Day 3";"5";0,099696885
"670";"CMG162_CA1_16";"Day 2.Day 3";"5";0,239966583
"671";"CMG162_CA1_249";"Day 2.Day 3";"5";0,290693186
"672";"CMG162_CA1_48";"Day 2.Day 3";"5";0,204500219
"673";"CMG162_CA1_606";"Day 2.Day 3";"5";0,228492174
"674";"CMG162_CA1_636";"Day 2.Day 3";"5";0,074820559
"675";"CMG162_CA1_691";"Day 2.Day 3";"5";0,2118992
"676";"CMG162_CA1_74";"Day 2.Day 3";"5";0,018468662
"677";"CMG169_CA1_116";"Day 2.Day 3";"5";0,045191533
"678";"CMG169_CA1_134";"Day 2.Day 3";"5";0,489414387
"679";"CMG169_CA1_157";"Day 2.Day 3";"5";0,021267205
"680";"CMG169_CA1_343";"Day 2.Day 3";"5";0,260446381
"681";"CMG169_CA1_35";"Day 2.Day 3";"5";0,278407091
"682";"CMG169_CA1_48";"Day 2.Day 3";"5";0,175577766
"683";"CMG169_CA1_65";"Day 2.Day 3";"5";0,076182956
"684";"CMG169_CA1_83";"Day 2.Day 3";"5";0,099508764
"685";"CMG129_CA1_146";"Day 2.Day 3";"6";0,450759494
"686";"CMG129_CA1_153";"Day 2.Day 3";"6";0,277186962
"687";"CMG129_CA1_159";"Day 2.Day 3";"6";0,001847447
"688";"CMG129_CA1_433";"Day 2.Day 3";"6";0,230422966
"689";"CMG154_CA1_109";"Day 2.Day 3";"6";0,24448735
"690";"CMG154_CA1_208";"Day 2.Day 3";"6";0,145606818
"691";"CMG154_CA1_216";"Day 2.Day 3";"6";0,161780614
"692";"CMG154_CA1_267";"Day 2.Day 3";"6";0,086305387
"693";"CMG154_CA1_460";"Day 2.Day 3";"6";0,027459038
"694";"CMG154_CA1_519";"Day 2.Day 3";"6";0,081347306
"695";"CMG154_CA1_610";"Day 2.Day 3";"6";0,102647468
"696";"CMG162_CA1_114";"Day 2.Day 3";"6";0,175085316
"697";"CMG162_CA1_20";"Day 2.Day 3";"6";0,178551619
"698";"CMG162_CA1_412";"Day 2.Day 3";"6";0,051761152
"699";"CMG162_CA1_422";"Day 2.Day 3";"6";0,11114073
"700";"CMG162_CA1_443";"Day 2.Day 3";"6";0,194507274
"701";"CMG162_CA1_489";"Day 2.Day 3";"6";0,200145737
"702";"CMG162_CA1_609";"Day 2.Day 3";"6";0,105145542
"703";"CMG162_CA1_611";"Day 2.Day 3";"6";0,068512077
"704";"CMG162_CA1_629";"Day 2.Day 3";"6";0,083716214
"705";"CMG169_CA1_143";"Day 2.Day 3";"6";0,656901507
"706";"CMG169_CA1_276";"Day 2.Day 3";"6";0,252286644
"707";"CMG129_CA1_35";"Day 2.Day 3";"7";0,089623847
"708";"CMG129_CA1_54";"Day 2.Day 3";"7";0,019434605
"709";"CMG129_CA1_569";"Day 2.Day 3";"7";0,481742782
"710";"CMG129_CA1_79";"Day 2.Day 3";"7";0,064280032
"711";"CMG129_CA1_9";"Day 2.Day 3";"7";0,199256805
"712";"CMG154_CA1_134";"Day 2.Day 3";"7";0,209954405
"713";"CMG154_CA1_14";"Day 2.Day 3";"7";0,152287128
"714";"CMG154_CA1_188";"Day 2.Day 3";"7";0,499869949
"715";"CMG154_CA1_214";"Day 2.Day 3";"7";0,122402881
"716";"CMG154_CA1_221";"Day 2.Day 3";"7";0,213063961
"717";"CMG154_CA1_223";"Day 2.Day 3";"7";0,200713125
"718";"CMG154_CA1_420";"Day 2.Day 3";"7";0,040746056
"719";"CMG154_CA1_501";"Day 2.Day 3";"7";0,188383358
"720";"CMG154_CA1_56";"Day 2.Day 3";"7";0,077789083
"721";"CMG154_CA1_59";"Day 2.Day 3";"7";0,093071745
"722";"CMG161_CA1_9";"Day 2.Day 3";"7";0,180131115
"723";"CMG162_CA1_331";"Day 2.Day 3";"7";0,146308174
"724";"CMG162_CA1_607";"Day 2.Day 3";"7";0,146895613
"725";"CMG162_CA1_615";"Day 2.Day 3";"7";0,007017647
"726";"CMG162_CA1_677";"Day 2.Day 3";"7";0,386083662
"727";"CMG162_CA1_680";"Day 2.Day 3";"7";0,007219648
"728";"CMG162_CA1_82";"Day 2.Day 3";"7";0,137468424
"729";"CMG169_CA1_14";"Day 2.Day 3";"7";0,030398976
"730";"CMG169_CA1_16";"Day 2.Day 3";"7";0,351314546
"731";"CMG169_CA1_44";"Day 2.Day 3";"7";0,090708647
"732";"CMG169_CA1_94";"Day 2.Day 3";"7";0,575754542
"733";"CMG129_CA1_280";"Day 2.Day 3";"8";0,096961872
"734";"CMG129_CA1_290";"Day 2.Day 3";"8";0,030364028
"735";"CMG129_CA1_296";"Day 2.Day 3";"8";0,317104603
"736";"CMG129_CA1_5";"Day 2.Day 3";"8";0,13575602
"737";"CMG129_CA1_512";"Day 2.Day 3";"8";0,254879164
"738";"CMG129_CA1_530";"Day 2.Day 3";"8";0,106818096
"739";"CMG129_CA1_94";"Day 2.Day 3";"8";0,566627273
"740";"CMG154_CA1_1";"Day 2.Day 3";"8";0,141323156
"741";"CMG154_CA1_209";"Day 2.Day 3";"8";0,04081723
"742";"CMG154_CA1_26";"Day 2.Day 3";"8";0,04643366
"743";"CMG154_CA1_316";"Day 2.Day 3";"8";0,816820572
"744";"CMG154_CA1_340";"Day 2.Day 3";"8";0,257646857
"745";"CMG154_CA1_464";"Day 2.Day 3";"8";0,123201753
"746";"CMG154_CA1_47";"Day 2.Day 3";"8";0,002671031
"747";"CMG154_CA1_600";"Day 2.Day 3";"8";0,547654543
"748";"CMG161_CA1_23";"Day 2.Day 3";"8";0,046938542
"749";"CMG162_CA1_132";"Day 2.Day 3";"8";0,365822944
"750";"CMG162_CA1_246";"Day 2.Day 3";"8";0,08794629
"751";"CMG162_CA1_37";"Day 2.Day 3";"8";0,00391088
"752";"CMG162_CA1_454";"Day 2.Day 3";"8";0,203629318
"753";"CMG162_CA1_697";"Day 2.Day 3";"8";0,275287463
"754";"CMG162_CA1_75";"Day 2.Day 3";"8";0,379964746
"755";"CMG169_CA1_113";"Day 2.Day 3";"8";0,262259668
"756";"CMG169_CA1_127";"Day 2.Day 3";"8";0,293301277
"757";"CMG169_CA1_378";"Day 2.Day 3";"8";0,329830195
"758";"CMG129_CA1_150";"Day 2.Day 3";"9";0,241683013
"759";"CMG129_CA1_18";"Day 2.Day 3";"9";0,285713427
"760";"CMG129_CA1_265";"Day 2.Day 3";"9";0,031251787
"761";"CMG129_CA1_269";"Day 2.Day 3";"9";0,407248142
"762";"CMG129_CA1_4";"Day 2.Day 3";"9";0,376883611
"763";"CMG129_CA1_93";"Day 2.Day 3";"9";0,093856628
"764";"CMG154_CA1_140";"Day 2.Day 3";"9";0,107318049
"765";"CMG154_CA1_183";"Day 2.Day 3";"9";0,325096854
"766";"CMG154_CA1_449";"Day 2.Day 3";"9";0,025979525
"767";"CMG154_CA1_54";"Day 2.Day 3";"9";0,003322955
"768";"CMG154_CA1_99";"Day 2.Day 3";"9";0,121368678
"769";"CMG162_CA1_107";"Day 2.Day 3";"9";0,093753791
"770";"CMG162_CA1_150";"Day 2.Day 3";"9";0,015937558
"771";"CMG162_CA1_55";"Day 2.Day 3";"9";0,05681895
"772";"CMG162_CA1_56";"Day 2.Day 3";"9";0,122966269
"773";"CMG162_CA1_612";"Day 2.Day 3";"9";0,113204979
"774";"CMG162_CA1_83";"Day 2.Day 3";"9";0,458813046
"775";"CMG162_CA1_92";"Day 2.Day 3";"9";0,043665937
"776";"CMG169_CA1_40";"Day 2.Day 3";"9";0,021032727
"777";"CMG169_CA1_82";"Day 2.Day 3";"9";0,022022425
"778";"CMG129_CA1_264";"Day 2.Day 3";"10";0,326907818
"779";"CMG129_CA1_301";"Day 2.Day 3";"10";0,147796765
"780";"CMG129_CA1_312";"Day 2.Day 3";"10";0,064823244
"781";"CMG129_CA1_411";"Day 2.Day 3";"10";0,055591633
"782";"CMG154_CA1_10";"Day 2.Day 3";"10";0,049043454
"783";"CMG154_CA1_137";"Day 2.Day 3";"10";0,081132476
"784";"CMG154_CA1_203";"Day 2.Day 3";"10";0,129674763
"785";"CMG154_CA1_242";"Day 2.Day 3";"10";0,12785695
"786";"CMG154_CA1_30";"Day 2.Day 3";"10";0,239117155
"787";"CMG154_CA1_318";"Day 2.Day 3";"10";0,278616409
"788";"CMG154_CA1_4";"Day 2.Day 3";"10";0,01148017
"789";"CMG154_CA1_42";"Day 2.Day 3";"10";0,132145847
"790";"CMG154_CA1_5";"Day 2.Day 3";"10";0,013807071
"791";"CMG154_CA1_64";"Day 2.Day 3";"10";0,111188031
"792";"CMG161_CA1_5";"Day 2.Day 3";"10";0,018006065
"793";"CMG161_CA1_8";"Day 2.Day 3";"10";0,059904066
"794";"CMG162_CA1_116";"Day 2.Day 3";"10";0,333263183
"795";"CMG162_CA1_427";"Day 2.Day 3";"10";0,015339863
"796";"CMG162_CA1_487";"Day 2.Day 3";"10";0,263794974
"797";"CMG169_CA1_89";"Day 2.Day 3";"10";0,424768546
